name,po_names,district_name,state_name,id
673592,"Beenachi BO, Chedalath BO, Chulliote BO, Kidanganad BO, Kuppadi BO, Moodakolli BO, Moolan Kavu BO, Muthanga BO, Naiketty BO, Nenmeni BO, Nulpuzha BO, Pambra BO, Pazhupathur BO, Poomulla BO, Sulthan Bathery East SO, Sulthan Bathery SO, Thovari Mala BO, Vakeri BO, Valluvadi BO",WAYANAD,KERALA,673592
673593,"Ambalavayal SO, Cheengeri BO, Kalathu Vayal BO, Karadipara BO, Nallara Chal BO, Narikkundu BO",WAYANAD,KERALA,673593
673595,"Cheeral SO, Mookuthi Kunnu BO, Nambiar Kunnu BO, Nenmeni Kunnu BO, Puthan Kunnu BO, Thazhathur BO",WAYANAD,KERALA,673595
673596,"Athirattu Kunnu BO, Choothupara BO, Kenichira SO, Koleri BO, Poothadi BO, Thazha Munda BO, Vala Vayal BO",WAYANAD,KERALA,673596
673601,"Chathamangalam BO, Chulur BO, Malayamma BO, Nayar Kuzhi BO, Nit  Campus PoKozhikode SO, Vellalasseri BO",KOZHIKODE,KERALA,673601
673602,"Alli BO, Chennamangallur BO, Karasseri BO, Kodiyathur BO, Kumaranellur BO, Manasseri BO, Mokkam SO, Mysore Mala BO, Nellika Paramba BO, Pannicode BO",KOZHIKODE,KERALA,673602
673603,"Anakampoyil BO, Muthappan Puzha BO, Ponnamkayam BO, Pulluram Para BO, Punnakkal BO, Thambalamanna BO, Tiruvambadi SO",KOZHIKODE,KERALA,673603
673604,"Kakkatampoyil BO, Koombara BO, Koombara Bazar BO, Kuliramutty BO, Kutaranni SO, Manha Kadavu BO, Poovaranthod BO",KOZHIKODE,KERALA,673604
673611,"Kakkoti SO, Kizhakkumuri BO, Kuruvattur BO, Makkada BO, Morikkara BO, Palath BO",KOZHIKODE,KERALA,673611
673612,"Balusseri SO, Eramangalam BO, Kannadipoil BO, Kariyathankavu BO, Karumala BO, Kinalur BO, Kokkallur BO, Panangad Qdi BO, Thuruthiyad BO, Vattoli Bazar BO",KOZHIKODE,KERALA,673612
673613,"Kakkur BO, Nanminda SO, Pavandur BO",KOZHIKODE,KERALA,673613
673614,"Avitanallur BO, Karuvannur BO, Kavil BO, Kottur BO, Mannankavu BO, Moolad BO, Naduvannur SO, Nochat BO, Punath BO, Tiruvode BO, Vakayad BO",KOZHIKODE,KERALA,673614
673616,"Chelannur SO, Edakkara  Quilandy BO, Irivallur BO, Kannan Kara BO",KOZHIKODE,KERALA,673616
673620,"Arikulam BO, Kuruvangad BO, Naderi BO, Naduvathur BO, Peruvattoor BO, Quilandibazar SO, Urallur BO",KOZHIKODE,KERALA,673620
673631,"Feroke Pettah SO, Feroke SO, Karuvanthuruthy BO, Perumukham BO",KOZHIKODE,KERALA,673631
673632,"Azhinjilam BO, Farook College SO, Karad Paramba BO",MALAPPURAM,KERALA,673632
673633,"Puducode  Feroke BO, Ramanattukara SO, Vaidyarangadi BO, Vazhayur BO, Vazhayur East BO",KOZHIKODE,KERALA,673633
673634,"Chelembra SO, Kolakkattuchali BO, Pallikkal BO, Pulliparamba BO",MALAPPURAM,KERALA,673634
673635,Calicut University SO,MALAPPURAM,KERALA,673635
673636,"Chenakkalangadi BO, Puthurpallikkal BO, Tenhipalam SO",MALAPPURAM,KERALA,673636
673637,"Andiyoorkunnu BO, Ayikkarapadi BO, Kannamvettikavu BO, Pulikkal SO",MALAPPURAM,KERALA,673637
673638,"Arimbra BO, Chirayil BO, Karippur BO, Kondotti SO, Kumminiparamba BO, Melangadi BO, Muthuparamba BO, Muthuvallur BO, Nediyirippu BO, Olavattur BO, Peruvallur BO, Thurakkal BO",MALAPPURAM,KERALA,673638
673639,"Areacode SO, Chemmarakkattur BO, Iruvetti BO, Kavanur BO, Kizhuparamba BO, Maithra BO, Panampilavu BO, PeruparambaUgrapuram BO, Poovathikkal BO, Thottilangadi BO, Thottumukkam BO, Urangattiri BO, Valillapuzha BO, Vettilappara BO",MALAPPURAM,KERALA,673639
673640,"Karumarakkad BO, Vazhakkad SO",MALAPPURAM,KERALA,673640
673641,"Akkaparamba BO, Kuzhimanna SO, PalakkadMLP BO, Puliyakkode BO, Tavanurferoke BO, Trippanachi BO, Vilayil BO",MALAPPURAM,KERALA,673641
673642,"Mongam SO, Morayur BO, Olamathil BO, Olukur BO, Valluvambram BO",MALAPPURAM,KERALA,673642
673645,"Cheruvayur SO, Chikkode BO, Mundakkal BO, Omanur BO",MALAPPURAM,KERALA,673645
673647,Calicut Airport SO,MALAPPURAM,KERALA,673647
673655,"Cheruvannur SO, Kolathara SO",KOZHIKODE,KERALA,673655
673661,"Cherooppa BO, Cheruvadi BO, Kanni Paramba BO, Kayal BO, Mavoor SO Kozhikode, Pazhur BO",KOZHIKODE,KERALA,673661
676101,"Tirur East Bazar SO, TirurKerala HO",MALAPPURAM,KERALA,676101
676102,"Alathiyur BO, Bettath Pudiangadi SO, Chamravattom BO, Poyilisseri BO, Puduppalli BO, Purathur BO, Vengalur BO, Vettom BO, Vettompallippuram BO",MALAPPURAM,KERALA,676102
676103,"Iringavur BO, Thalakkadathur SO",MALAPPURAM,KERALA,676103
676104,Trikkandiyur SO,MALAPPURAM,KERALA,676104
676105,"Mangattiri BO, Pachattiri BO, Thekkummuri SO",MALAPPURAM,KERALA,676105
676106,"Athrisseri BO, Cheriyamundam BO, Ponmundam SO, Vellachal BO",MALAPPURAM,KERALA,676106
676107,Pookayil Bazar SO,MALAPPURAM,KERALA,676107
676108,"Codacal BO, Triprangode SO",MALAPPURAM,KERALA,676108
676109,Niramaruthur SO,MALAPPURAM,KERALA,676109
676121,"Manjeri Bazar SO, Manjerikla HO",MALAPPURAM,KERALA,676121
676122,"Elankur BO, Manjeri College SO, Mariyad BO, Narukara BO, Nellikuth BO, Pappinippara BO, Payyanad BO, Pullancheri BO, Vakkethodi BO",MALAPPURAM,KERALA,676122
676123,"Amayur BO, Karakkunnu BO, Karuvambram SO, Karuvambram West BO, Koomankulam BO, Manhappatta BO, Pathappiriyam BO, Pathiriyal BO, Pulpatta BO, Tiruvali BO, Trikkalangode BO",MALAPPURAM,KERALA,676123
676301,"Ananthavur BO, Athavanad BO, Kurumbathur BO, Tirunavaya SO, Vyrancode BO",MALAPPURAM,KERALA,676301
676302,"Panangattur BO, Pariyapuram BO, Puthiyakadappuram BO, Tanur Nagaram BO, TanurMBR SO",MALAPPURAM,KERALA,676302
676303,"Anjapura BO, Neduva BO, Parpanangadi SO, Ullanam BO, Ullanam North BO",MALAPPURAM,KERALA,676303
676304,"Cherur BO, Iringallur BO, Kannamangalam BO, Kannattipadi BO, Valiyora BO, Vengara MLP SO",MALAPPURAM,KERALA,676304
676305,"Abdurahiman Nagar SO, Kannamangalam West BO, Kuttur North BO",MALAPPURAM,KERALA,676305
676306,"Cherumukku BO, Kakkad BO, Kooriyad BO, Mampuram BO, Olakara BO, Pantarangadi BO, Tirurangadi Bazar SO, Tirurangadi SO",MALAPPURAM,KERALA,676306
676307,"Keraladheeswarapuram BO, Meenadathur BO, Ozhur BO, Tanalur SO",MALAPPURAM,KERALA,676307
676309,Kodinhi SO,MALAPPURAM,KERALA,676309
676311,"Moonniyur SO, Moonniyur South BO",MALAPPURAM,KERALA,676311
676312,Ariyallur SO,MALAPPURAM,KERALA,676312
676317,"Parambilpeedika BO, Velimukku SO, Velimukku South BO",MALAPPURAM,KERALA,676317
676319,"Chettipadi SO, Kotakkad BO",MALAPPURAM,KERALA,676319
676320,"Nannambra BO, Omachapuzha BO, Tayyalingal SO",MALAPPURAM,KERALA,676320
676501,"Edarikode SO, Klari BO, Kuttippala BO, Puthuparamba BO",MALAPPURAM,KERALA,676501
676502,"Paravanna SO, Vakkad BO",MALAPPURAM,KERALA,676502
676503,"Chappanangadi BO, Chengottur BO, Indianur BO, Kottakkal SO, Kuttippuramkottakkal BO, Pandamangalam BO, Parappur BO, Puthur kottakkal BO",MALAPPURAM,KERALA,676503
676504,"Chattipparamba BO, Kodurmalabar SO",MALAPPURAM,KERALA,676504
676505,"Malappuram Civil Station SO, Malappuram HO",MALAPPURAM,KERALA,676505
676506,"Kottilangadi SO, Padinhattumuri BO, Pazhamallur BO",MALAPPURAM,KERALA,676506
676507,"Makkaraparamba SO, Perinthattiri BO, Vattalur BO",MALAPPURAM,KERALA,676507
676508,"Chullippara BO, Thennala BO, Valakolam SO, Venniyur BO",MALAPPURAM,KERALA,676508
676509,"Anakkayam BO, Irumbuzhi BO, Munduparmba SO, Perimbalam BO",MALAPPURAM,KERALA,676509
676510,"Cherushola BO, Randathani SO",MALAPPURAM,KERALA,676510
676517,"Melmuri BO, Pookkottur SO, Vellur BO",MALAPPURAM,KERALA,676517
676519,"Downhill SO, Hajiarpalli BO, Oorakam Kizhumuri BO, Oorakam Melmuri BO, Pattarkadavu BO",MALAPPURAM,KERALA,676519
676521,"Chembrassei BO, Kadambode BO, Pandallur BO, Pandallur Hills BO, Pandikkad SO, Valluvangad BO, Valluvangad South BO",MALAPPURAM,KERALA,676521
676522,Kolaparamba SO,MALAPPURAM,KERALA,676522
676523,"Iringattiri BO, Kalkundu BO, Karuvarakundu SO, Kuttathy BO, Pulvetta BO, Tharis BO",MALAPPURAM,KERALA,676523
676525,"Adakkakundu BO, Ambalakkadavu BO, Anchachavady BO, Arimanal BO, Ezhupathekkar BO, Kalikavu SO, Kerala Estate BO, Neelancheri BO, Pullengode BO",MALAPPURAM,KERALA,676525
676528,"Mattathur BO, Othukkungal SO, Ponmala BO",MALAPPURAM,KERALA,676528
676541,"Chathallur BO, Edavanna SO, Eranhikode BO, Pannippara BO, Perakamanna BO",MALAPPURAM,KERALA,676541
676542,"Mampad College BO, Mampad SO, Meppadam BO, Pullippadam BO, Vadapuram BO",MALAPPURAM,KERALA,676542
676551,"Kalpakancheri SO, Kanmanam BO, Kanmanamthekkummuri BO, Kuruga BO, Parammalangadi BO, Thekkankuttur BO, Valavannur BO",MALAPPURAM,KERALA,676551
676552,"Edayur BO, Edayur North BO, Karippol BO, Punnathala BO, Puramannur BO, Tolavanur BO, Vadakkumbram BO, Valancheri SO, Valiyakunnu BO",MALAPPURAM,KERALA,676552
676553,"Kadampuzha SO, Kallarmangalam BO, Karekkad BO, Marakkara BO, Pathayakallu BO",MALAPPURAM,KERALA,676553
676561,"Chennara BO, Kavancheri BO, MangalamMLP SO, Muttanur BO",MALAPPURAM,KERALA,676561
676562,"Kuttayi SO, Padinharekkara BO",MALAPPURAM,KERALA,676562
678001,"Palakkad Collectorate SO, Palakkad College SO, Palakkad Fort SO, Palakkad HO",PALAKKAD,KERALA,678001
678002,Olavakkot HO,PALAKKAD,KERALA,678002
678003,"Kalpathi SO, Newkalpathy BO",PALAKKAD,KERALA,678003
678004,"Koduntharapully BO, Nurani Agraharam BO, Nurani SO, Pirayiri BO, Tirunilayi BO",PALAKKAD,KERALA,678004
678005,"Chokkanathapuram SO, Kallepulli BO, Puthurpalakkad BO",PALAKKAD,KERALA,678005
678006,"Kallekkad BO, Pallipuram PG SO",PALAKKAD,KERALA,678006
678007,"Chandranagar SO, Marudarode BO, Pallatheri BO",PALAKKAD,KERALA,678007
678008,"Akathethara BO, Palakkad Engineering College SO",PALAKKAD,KERALA,678008
678009,"Dhoni BO, Kallekulangara SO",PALAKKAD,KERALA,678009
678010,Sekharipuram SO,PALAKKAD,KERALA,678010
678011,Ambikapuram SO Palakkad,PALAKKAD,KERALA,678011
678012,"Kavalpad BO, Moothanthara BO, Vadakanthara SO",PALAKKAD,KERALA,678012
678013,Kunnathurmedu SO,PALAKKAD,KERALA,678013
678014,Palakkad City SO,PALAKKAD,KERALA,678014
678051,PALAKKAD NDC,PALAKKAD,KERALA,678051
678101,"Chittur Courts BO, Chittur PG SO, Kunnamkattupathy BO, Kuttipallam BO",PALAKKAD,KERALA,678101
678102,"Chenthamaranagar BO, Tattamangalam SO, Tattamangalam South SO",PALAKKAD,KERALA,678102
678103,"Thekkegramam SO, Vilayodi BO",PALAKKAD,KERALA,678103
678104,Chittur College SO,PALAKKAD,KERALA,678104
678501,"Koduvayur Agraharam BO, Koduvayur SO, Thannisseri BO",PALAKKAD,KERALA,678501
678502,"Ettanur SO, Mannalur BO, Vemballur BO",PALAKKAD,KERALA,678502
678503,"Karippode BO, Pudunagaram SO",PALAKKAD,KERALA,678503
678504,Vadavannur SO,PALAKKAD,KERALA,678504
678505,Pallassana SO,PALAKKAD,KERALA,678505
678506,"Alampallam BO, Anamari BO, Kollengode RS BO, Kollengode SO, Kollengode West BO, Nenmeni BO, Panangattiri BO, Payyalur BO, Vattekkad BO",PALAKKAD,KERALA,678506
678507,"Govindapuram BO, Meenkara Dam BO, Muthalamada SO",PALAKKAD,KERALA,678507
678508,"Chandramala Estate BO, Chathamangalam BO, Elavancheri BO, Kanimangalam BO, Kizhakkumuri BO, Nelliampathy BO, Nemmara College BO, Nemmara Old Village BO, Nemmara SO, Padagiri BO, Pothundy Dam BO, Sitharkunda BO, Vallanghy BO",PALAKKAD,KERALA,678508
678510,"Ayalur SO, Kairady BO, Thiruvaliad BO",PALAKKAD,KERALA,678510
678512,Kakkayur SO,PALAKKAD,KERALA,678512
678531,Peruvemba SO,PALAKKAD,KERALA,678531
678532,"Karippali BO, Pattancheri SO",PALAKKAD,KERALA,678532
678533,Meenakshipuram SO,PALAKKAD,KERALA,678533
678534,"Kannimari BO, Nanniode BO, Vandithavalam SO",PALAKKAD,KERALA,678534
678541,Alathur Mbr HO,PALAKKAD,KERALA,678541
678542,"Kattusseri BO, Perinkulam SO",PALAKKAD,KERALA,678542
678543,"Kavasseri SO, Kazhani BO, PadurKavasseri BO, Vavulliapuram BO",PALAKKAD,KERALA,678543
678544,"Athipotta BO, Palampalakode SO, Tarur BO",PALAKKAD,KERALA,678544
678545,"Pudiyankam SO, Pullode BO",PALAKKAD,KERALA,678545
678546,Erimayur SO,PALAKKAD,KERALA,678546
678551,"Karingarapully BO, Kotambu SO, Olasseri BO, Thiruvalathur BO",PALAKKAD,KERALA,678551
678552,"Polpulli SO, Verkoli BO",PALAKKAD,KERALA,678552
678553,"Nallepilly SO, Thekkedesam BO",PALAKKAD,KERALA,678553
678554,"Athicode BO, Nattukal SO",PALAKKAD,KERALA,678554
678555,"Eruttenpadi BO, Kozhinjampara SO, Palaniyarpalayam BO, Rvp Pudur BO, Vannamada BO",PALAKKAD,KERALA,678555
678556,"Attempathy BO, Eduppukulam BO, Menonpara SO, Parassikkal BO",PALAKKAD,KERALA,678556
678557,"Kozhipara SO, Olalapadi BO, Velanthavalam BO",PALAKKAD,KERALA,678557
678571,"Mathur Agraharam BO, Mathur PG SO, Pallanchathanur BO, Thachangad BO",PALAKKAD,KERALA,678571
678572,"Cherukulam BO, Kariyamkode BO, Kottayi SO, Pulinelly BO, Varodekottayi BO",PALAKKAD,KERALA,678572
678573,"Chennangad BO, Paruthipulli SO",PALAKKAD,KERALA,678573
678574,"Chulanur BO, Naduvathupara BO, Peringottukurussi SO",PALAKKAD,KERALA,678574
678581,"Agali SO Palakkad, Chavadiyur BO, Chittur agali BO, Jellipara BO, Karara BO, Kavundikkal BO, Kottathara BO, Mattathukad BO, Pudur BO, SholayurPKD BO",PALAKKAD,KERALA,678581
678582,"Chindaki BO, Kaithachira BO, Kalkandi BO, Kallamala BO, Mannarkkad SO, Mukkali BO, Pallikurup BO, Paloor BO, Pullisseri BO, Tenkara BO, Thavalam BO",PALAKKAD,KERALA,678582
678583,"Ariyur BO, Chethallur BO, Kandamangalam BO, Kodakkad BO, Kottopadam BO, Kumaramputhur BO, Kundurkunnu BO, Mannarkad College SO, Nattukal BO, Pallikunnu BO, Palode BO, Payyanadam BO",PALAKKAD,KERALA,678583
678591,"Irimbakachola BO, Kanhirapuzha Dam BO, Kanhirapuzha SO, Palakayam BO",PALAKKAD,KERALA,678591
678592,"Mundur Palakkad SO, Nambullipura BO, Nochupulli BO, Pudanur BO, Velikkad BO",PALAKKAD,KERALA,678592
678593,"Mudukurissi BO, Tachampara SO, Thrikallur BO, Viyyakurissi BO",PALAKKAD,KERALA,678593
678594,"Muttikulangara SO, Vallikkode BO",PALAKKAD,KERALA,678594
678595,"Elambulasseri BO, Karakurissi SO, Pombra BO, Vakkadapuram BO, Vazhumbram BO",PALAKKAD,KERALA,678595
678596,"Kalladikode SO, Kanhikulam BO",PALAKKAD,KERALA,678596
678597,"Karimba SO, Moonnekkar BO",PALAKKAD,KERALA,678597
678598,"Poonchola BO, Pottasseri SO",PALAKKAD,KERALA,678598
678601,"Alanallur SO, Bhimanad BO, Edathanttukara BO, Kacheriparamba BO, Karkitamkunnu BO, Tiruvalamkunnu BO, Uppukulam BO, Vattamannapuram BO",PALAKKAD,KERALA,678601
678611,"Chandrasekharapuram BO, Edathara SO",PALAKKAD,KERALA,678611
678612,"Kinavallur BO, Parli PG SO, Tenur BO",PALAKKAD,KERALA,678612
678613,"Kallurpalakkad BO, Mankarai RS BO, Mankarai SO, Mankurussi BO",PALAKKAD,KERALA,678613
678621,"Kanjikode Ind Estate BO, Kanjikode SO, Pampampallam BO",PALAKKAD,KERALA,678621
678622,"Elapulli SO, Elapulli South BO, Erattakulam BO, Ramasseri BO, Tenari BO, Vengodi BO",PALAKKAD,KERALA,678622
678623,"Kanjikode West SO, Pudusseri BO",PALAKKAD,KERALA,678623
678624,"Chandrapuram BO, Walayar Dam SO",PALAKKAD,KERALA,678624
678631,"Cheraya BO, Elakkad BO, Kongad SO, Manikkasseri BO, Mucheeri BO, Parasseri BO",PALAKKAD,KERALA,678631
678632,"Konikazhi BO, Pulappatta SO, Ummanazhi BO",PALAKKAD,KERALA,678632
678633,"Alangad BO, Azhiyannur BO, Katambazhipuram SO, Kulakkattukurissi BO, Kunduvampadam BO, Mannampatta BO, Punchapadam BO, Vettakara BO",PALAKKAD,KERALA,678633
678641,"Keralasseri SO, Kundalasseri BO, Tadukkasseri BO, Vadasseri BO",PALAKKAD,KERALA,678641
678642,"Kilakkumbram BO, Mannur SO Palakkad, Mannur West BO, Nagaripuram BO",PALAKKAD,KERALA,678642
678651,"Anakkal BO, Kadukkamkunnu BO, Malampuzha Dam SO",PALAKKAD,KERALA,678651
678661,"Parambikulam SO, Tunacadavu BO",PALAKKAD,KERALA,678661
678671,"Thenkurussi SO, Vilayannur BO",PALAKKAD,KERALA,678671
678681,"Koottala BO, Kunisseri SO",PALAKKAD,KERALA,678681
678682,"Anjumoorthy SO, Erattakulam Alathur BO, Thannilapuram BO",PALAKKAD,KERALA,678682
678683,"Ayakkad BO, Kanakkanthuruthy BO, Panniankara BO, Vadakkancherry MBR SO",PALAKKAD,KERALA,678683
678684,"Elavampadam BO, Kilakkancheri SO, Koranchira BO, Mulangot BO, Palakuzhy BO",PALAKKAD,KERALA,678684
678685,Mannapra SO,PALAKKAD,KERALA,678685
678686,"Kannambra SO, Paruvasseri BO",PALAKKAD,KERALA,678686
678687,"Manappadam BO, Puthucode SO, Thekkepotta BO",PALAKKAD,KERALA,678687
678688,"Kudallur BO, Pallavur SO",PALAKKAD,KERALA,678688
678701,"Kannadi SO, Kinasseri BO, Yakkara BO",PALAKKAD,KERALA,678701
678702,"Chithali BO, Coyalmanna SO, Kalapatti BO, Kannanur BO, Kozhalmannam Agraharam BO, Nochulli BO, Olivemount BO, Perinkunnu BO",PALAKKAD,KERALA,678702
678703,"Cheramangalam BO, Melarcode SO",PALAKKAD,KERALA,678703
678704,Chittilancheri SO,PALAKKAD,KERALA,678704
678705,Mudappallur SO,PALAKKAD,KERALA,678705
678706,"Chittadi BO, Karinkayam BO, Mangalam Dam BO, Olinkadavu BO, Vandali SO",PALAKKAD,KERALA,678706
678721,"Chimbukat BO, Kuttanur SO",PALAKKAD,KERALA,678721
678722,"Nechur BO, Tolanur SO",PALAKKAD,KERALA,678722
678731,"Palakkad Industrial Estate BO, Puduppariyaram SO",PALAKKAD,KERALA,678731
678732,Kottekkad SO,PALAKKAD,KERALA,678732
678762,"Changileri BO, Perimbadari SO",PALAKKAD,KERALA,678762
679101,Ottapalam HO,PALAKKAD,KERALA,679101
679102,"Thottakkara SO, Varode BO, Veetampara BO",PALAKKAD,KERALA,679102
679103,"Palappuram SO, Sreeramakrishnanagar BO",PALAKKAD,KERALA,679103
679104,Kanniampuram SO,PALAKKAD,KERALA,679104
679105,Mayannur SO,THRISSUR,KERALA,679105
679106,"Kondazhi SO, South Kondazhi BO",THRISSUR,KERALA,679106
679121,"Paruthipra BO, Shornur SO, Vadanamkurussi BO",PALAKKAD,KERALA,679121
679122,"Kallipadam BO, Kanayam BO, Kayiliad BO, Kulappulli BO, Met Ind Nagar BO, Mundakkottukurissi BO, S G Press SO",PALAKKAD,KERALA,679122
679123,"Ganeshgiri SO, K A Samajam BO",PALAKKAD,KERALA,679123
679301,"Lakkidi SO, MangalamOPM BO",PALAKKAD,KERALA,679301
679302,"Akalur BO, Gandhi Seva  Sadan BO, PerurOPM SO",PALAKKAD,KERALA,679302
679303,"Amayur BO, Kizhayur BO, Kodumunda BO, Kolikkottusseri BO, Muduthala BO, Nhangattiri BO, Pattambi SO, Perumudiyur BO, Sankaramangalam BO",PALAKKAD,KERALA,679303
679304,"Chembra BO, Thiruvegapura SO, Vilathur BO",PALAKKAD,KERALA,679304
679305,"Cherukutangad BO, Karambathur BO, Pallipuram SO Palakkad, Parudur BO",PALAKKAD,KERALA,679305
679306,"Maruthur BO, Melepattambi SO",PALAKKAD,KERALA,679306
679307,"Kilmuri BO, Mannengode BO, Melmuri BO, Pulasseri SO",PALAKKAD,KERALA,679307
679308,"Etapalam BO, Kaipuram BO, Naduvattom SO, Nedungottur BO",PALAKKAD,KERALA,679308
679309,"Vilayur SO, Vilayur West BO",PALAKKAD,KERALA,679309
679313,"Kalladipatta SO, Kondurkara BO",PALAKKAD,KERALA,679313
679321,"Angadipuram SO, Aripra BO, Cherakkaparamba BO, Kadungapurm BO, Pariyapuram BO, Puthanangadi BO, Puzhakkattiri BO, Ramapuram BO, Tirurkad BO",MALAPPURAM,KERALA,679321
679322,"Amminikkad BO, Kunnappally BO, Pathaikara BO, Perintalmanna SO, Ponniyakurissi BO",MALAPPURAM,KERALA,679322
679323,"Chelakkad BO, Chemmalasseri BO, Pulamanthole SO, Valapuram BO",MALAPPURAM,KERALA,679323
679324,"Kadannamanna BO, Koottil BO, Mankada Pallippuram BO, Mankada SO, Vadakkangara BO, Vallikkapatta BO, Vellila BO",MALAPPURAM,KERALA,679324
679325,"Chemmaniyode BO, Kizhattur BO, Mannarmala BO, Pattikkad SO, Poonthavanam BO, Thachinganadam BO, Thelakkad BO, Valambur BO, Vengoor BO",MALAPPURAM,KERALA,679325
679326,"Edapatta BO, Edayattur BO, Kizhakkumpadam BO, Melattur SO Malappuram, Padirikode BO, Velliyanchery BO, Vettathur BO",MALAPPURAM,KERALA,679326
679327,"Chembrasseri East BO, Palakkalvetta BO, Poolamanna BO, Poongode BO, Tuvvur SO, Vellayur BO",MALAPPURAM,KERALA,679327
679328,"Chathangottupuram BO, Kappil BO, Naduvath BO, Punnappala BO, Wandoor SO",MALAPPURAM,KERALA,679328
679329,"Aurvacode BO, Chandakkunnu BO, Edivanna BO, Eranhimangad BO, Nilambur SO",MALAPPURAM,KERALA,679329
679330,"Karulai BO, Nallanthanni BO, Nilambur RS SO, Palengara BO, Ramankuth BO",MALAPPURAM,KERALA,679330
679331,"Edakkaranilambur SO, Karapuram BO, Kunnummalpotti BO, Modapoika BO, Moothedam BO, Munda BO, Palemad BO, Theyyathumpadam BO",MALAPPURAM,KERALA,679331
679332,"Amarambalam BO, Chettippadam BO, Chokkad BO, Chulliyode BO, Kavalamukkatta BO, Mampattumoola BO, Mannathipoyil BO, Pookkottumpadam SO, TKColony BO",MALAPPURAM,KERALA,679332
679333,"Kambalakallu BO, Karakkode BO, Manimooly SO, Marutha BO, Nambooripotty BO, Vazhikkadavu BO",MALAPPURAM,KERALA,679333
679334,"Bhoodan Colony BO, Chungathara SO, Erumamunda BO, Kurumbalangode BO, Padiripadam BO, Pallikuth BO, Pathar BO, Pookottumanna BO, Uppada BO",MALAPPURAM,KERALA,679334
679335,"Ezhuvanthala BO, Irimbalasseri BO, Marayamangalam BO, Marayamangalam South BO, Nellaya SO, Pombilaya BO",PALAKKAD,KERALA,679335
679336,"Cherukode BO, Choorakode BO, Kuruvattur BO, Vallapuzha SO",PALAKKAD,KERALA,679336
679337,"Chundampatta BO, Kulukkallur SO, Mulayankavu BO, Thathanampully BO",PALAKKAD,KERALA,679337
679338,"KolathurMLP SO, Kuruvambalam BO, Moorkkanad BO, Palachode BO, Panga BO, Panga Chendy BO, Panga South BO",MALAPPURAM,KERALA,679338
679339,"Amarambalam South BO, Karad BO, Koorad BO, Porur BO, Vadakkumpadam BO, Vaniyambalam SO",MALAPPURAM,KERALA,679339
679340,"Cherukara SO, Elad BO, Eravimangalam BO, Kunnakkavu BO, Palathole BO",MALAPPURAM,KERALA,679340
679341,"Arkkuparamba BO, Mattarakkal BO, Talekode SO, Talekode West BO",MALAPPURAM,KERALA,679341
679357,"Aliparamba BO, Anamangad SO, Manalaya BO, Thootha BO, Valamkulam BO, Vazhenkada BO",MALAPPURAM,KERALA,679357
679501,"Ambalavattom BO, Cherambattakavu BO, Kizhur BO, Melur BO, Panamanna SO, Panamanna South BO, Taruvakonam BO",PALAKKAD,KERALA,679501
679502,"Munnurkode BO, Trikkatiri SO",PALAKKAD,KERALA,679502
679503,"Adakkaputhur BO, Cherpalcheri SO, Karattukurissi BO, Kulakkad BO, Mangode BO, Panniyamkurissi BO, Veeramangalam BO",PALAKKAD,KERALA,679503
679504,"Karumanamkurissi BO, Vellinezhi SO",PALAKKAD,KERALA,679504
679505,"Chalavara SO, Puliyanamkunnu BO",PALAKKAD,KERALA,679505
679506,"Karalmanna SO, Thekkumuri CPL BO",PALAKKAD,KERALA,679506
679511,"Chunangad SO, Mulanhur BO",PALAKKAD,KERALA,679511
679512,"Ambalapara SO, Cherumundasseri BO",PALAKKAD,KERALA,679512
679513,"Attasseri BO, Karimpuzha BO, Kottappuram BO, Srikrishnapuram SO, Valambillimangalam BO",PALAKKAD,KERALA,679513
679514,"Kalluvazhi BO, Kattukulam BO, Kattukulam South BO, Kuttanasseri BO, Thirunayanapuram BO, Thiruvazhiyode SO",PALAKKAD,KERALA,679514
679515,Kadambur SO Palakkad,PALAKKAD,KERALA,679515
679516,Vengasseri SO,PALAKKAD,KERALA,679516
679521,"Cherottur BO, Manisseri SO",PALAKKAD,KERALA,679521
679522,"Cherukattupulam BO, EdakodePavukonam BO, Panayur BO, Pathankulam BO, Vaniamkulam SO",PALAKKAD,KERALA,679522
679523,"Kavalappara SO, Koonathara BO, Mannanur BO",PALAKKAD,KERALA,679523
679531,"Cheruthuruthy SO, Netumpura BO, Painkulam BO, Panjal BO, Vettikkattiri RS BO",THRISSUR,KERALA,679531
679532,"Arangottukara BO, Desamangalam SO, Pallam Kottambathur BO, Pallur BO, Thalassery BO",THRISSUR,KERALA,679532
679533,"Koottanad, Nagalassery BO, Nellikattiri BO, Thekke Vavanoor BO, Thirumittakode BO",PALAKKAD,KERALA,679533
679534,"KottapadamTTL BO, Mala BO, Mezhathur BO, Othalur  Ttl BO, Pattithara BO, Thalakkasseri BO, Trithala SO",PALAKKAD,KERALA,679534
679535,"Chaliyattiri BO, Chathanur BO, Kothachira BO, Peringannur BO, Peringode SO",PALAKKAD,KERALA,679535
679536,"Chalisseri SO, Perumannur BO, Thanneercode BO",PALAKKAD,KERALA,679536
679551,Anakkara SO Palakkad,PALAKKAD,KERALA,679551
679552,"Angadi BO, Eravakkad BO, Kalladathur BO, Kappur BO, Kumaranellur SO",PALAKKAD,KERALA,679552
679553,Kumbidi SO,PALAKKAD,KERALA,679553
